"id_car","post_code_mov","id_cluster","nm_nome_cleaned","conteggio","id_macro_prod_iss","te_macro_prod_iss","id_fam_prod_iss","te_fam_prod_iss","id_ctg_2","te_ctg_2","id_macro_ctg_2","te_macro_ctg_2"
"F69EA52EA640031A363DC2674D5D7FF2","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"FFC20CE40711FC245F7708F0F4717B00","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"F7D7CEF35A9C5AA6157D56DF1200AB05","63074","0000000640","GIARDINANDO","2","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"FE6F4DD70865E50EC443A33C2DB47C7B","63074","0000000640","GIARDINANDO","2","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"FEF87047D238F45FE8618C5752FB0514","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"EDDB4C9D7F3BC6FA2B13F6AE21BD0A44","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"EA55C7C1CF90DF62C9036751E1F6FD8C","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"1B9F2CFAA642285A285818FB24C77F70","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"24C951743439630F7319E5322CC9D171","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"30A48C511BA811D8C42183629CA1B667","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"14C0679CE93EB47AE5B9092738306807","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"DE939C0F8DCC47D30E968B5529A61EF2","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"E33E7C4C0FC1059CA0CB984AA7B8FD10","63074","0000000640","GIARDINANDO","2","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"0E9386396AB4A126BAC23D785207C5AD","63074","0000000640","GIARDINANDO","3","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"34D1701F93D2F955C4B7181CDDFDEB9A","63074","0000000640","GIARDINANDO","2","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"753C4AA227C63F070EAFB3D8BEEED475","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"E7B729413B5032CDE587977FEAC22694","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"CBE41F505CA60257E6D776166CFB1024","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"E3A623E0CB5157CF6076C6B6FB42635D","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"2791518255310385237F47858CB2F238","63074","0000000640","GIARDINANDO","2","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"BE8D2868B3610136AA4F82800B726D2D","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"D42572490260C3F1D847BFF28C2ED034","63074","0000000640","GIARDINANDO","3","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"0ABCAB9F83BB620FAC15CDD3EAFE2AAC","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"14EEA88A428D0E0EA8BBA28689344103","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"59BE92B0559837D026A7F58C284B3A43","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
